label,message
ham,click now urgent free verificatio;n code win free discount today free urgent lunch update today now
ham,"tomor,row rep;ly update update account hello click click update tomorrow update verification c;all call verification meeting call"
ham,hello now account urgent offer tomorrow update tomorrow discount update urgent t.oday now free hello account discount reminder click
ham,discount today win offer update free reminder win call. update meeting accou;nt ;win win reply click reminder
ham,"verification u,pdate reply update verifica.tion hello discount account tomorrow verification tomorrow reminder me,eting free"
ham,"click free re;minder now reminder tomorrow gift tomorrow c,o,de gift lunch call tomorrow now verification click"
ham,urgen.t gift free urgent veri.fi;cation
ham,.reply free hello lunch click code
ham,code free reminder reply call lunch reply tomorrow free offer free now meeting .tomorrow
ham,"reply discount now, update offer reminder hello reminder hello r;eply offer"
ham,discount gift remin;der urgent discount discount hello click lunch .today r.eply meeting click lunch update hello now hello
ham,"urgent discount now a,ccount meeting update code meeting. discount toda;y hello free code"
ham,"code urgent hel,lo gift today reply today today free upd,ate call v.erification account discount free verification win now code"
ham,"win tomorro,w verification today urgent discount ac.,count win offer"
ham,toda;y; code hello today off;er reply now meeting update verification tomorrow now lunch lunch tomorrow meeting free verification
ham,"update free now discount lunch click click today reminder verificati,on verification update tomorrow verification tomorrow free offer reminder"
ham,"now verification lunch urgent he.llo meeting now ,reply meeting free reply"
ham,reminder win free gif.t update reminder reminder
ham,hello hello urgent hello discount click tomorrow now discount upd.ate today reply tomorrow account call hello tomorrow win gift
ham,discount discount discount meeti.ng discount click tomorrow free today verification; tomorrow reminder tomorrow call offer offer free win hello
ham,verification .n.ow reminder hello free
spam,discount click urge;nt ;today free win update reply cod.e reminder verification
ham,free hello urgent call reply click call meeting call mee;ting account meet.ing tomorrow hello reply verification today lunch
ham,"verification tom,orrow hello ,click tomorrow meeting click reply reminder urgent update tomorrow today update update offer"
ham,"call offer tomorrow reply, ;click"
ham,"now update discount tomorrow reminder win free today free now call c;all verification urg,ent reminder now"
ham,reminder click reply code ;today urgent today free now
spam,gi.ft account discount reply today reply meeting offer now reminder meeting
ham,"call verification click update win meeting click today tomorrow update code tom.orrow now, now click now code offer today"
ham,"now gift update lunch tom,orrow call t,oday code"
ham,reminder tomorrow d.iscount u.rgent remi.nder today reply free verification urgent lunch
ham,win click reminder .gift offer lunch verificat.ion toda;y
ham,"free call discount cl,ick verification win account to,morrow tomorrow lunch"
ham,"reminder .offer urgent verification account now; click win reply account gift ac,count"
ham,m.eeting now urgent call tomorrow gift lunch verification c;all free click win account gift free
spam,call free hello code code discount meeting verification reply update win verificat;ion win code urgent tomorrow
ham,account l;unch; call account gift now lunch
ham,"lunch call tomorrow d;iscount, gift win update remin,der discount tomorrow verification win today lunch"
ham,tomorrow hello code urgent ;code verification account free offer meeting
ham,urg;ent reply reminder code offer
ham,".urgent f;ree hello call click now ,account verification account account click call discount update discount today code free"
ham,account win verification discount hello hello; update discount urgent reply win reminder
ham,"click verificati,on free now reminder account re,minder click"
ham,"urgent account tomorrow ur,gent call meeting disc,ount free update hello today hello free update meeting win tomorrow hello"
ham,offer lunch ur.gent today. urgent urgent meeting reply now reply offer t;oday
ham,"win hell;o ;urgent g,ift hello"
ham,"urgent update win u,rgent call reminder; account offer"
spam,reminder offer hello f;ree meeting now account free discount o.ffer gift update call code remind.er
ham,upda;te account lunch reply call click today
ham,"tomorrow free gift now call today win u,rgent account now di.scoun,t free code click code click"
spam,"reminder call r.eminder reply tom,orrow verification verification win tomorrow meeting meeting meeting"
ham,"free remi.nder meeting urgent offer reply urgent, offer meeting gift call urgent tomorrow code reply click meeting"
spam,"meeting meeting verification update. hello code free hello repl,y"
ham,"co,de meeting reply update urgent urgent free today reply hello ,call reminder. click account"
ham,now v;er.ification reply gift gift free hello verification urgent call verificati.on
ham,verification lunch hello lunch call to;day reply toda;y offe;r reminder today win reply
ham,free hello click ;reminder hello now now
ham,d;iscount now update tomorrow now win now reply code lunc;.h
ham,"discount code today gift account gift v,erification click gift now tomorrow discount tomorrow update lunch offer reminder f,ree"
ham,"today discount meetin.g now call reminder call call hello update discount verif;ication call remin,der reply win win"
ham,"cal;l ,account urgent verification today reminder urgent u,rgent meeting"
ham,click offer offer account urgent urgent today reminde.r click tomorrow update urgent discount call now
spam,",lu;nch urgent account code update tom,orrow"
ham,"tomo;rrow call win of,fer call"
ham,"now verification hel,lo tomorrow now reply meeting account hello free"
ham,cl.ick tomorrow tod;ay offer urgent
ham,;verification call call tomorrow call reminder verifica.tion update f.ree hello
spam,urgent free today meetin.g hello code hello account update u;rgent tomorrow win account reply today
ham,"free discount tomorrow verifica,tion lunch gift acco,un;t discount urgent offer reminder reply urgent"
ham,"now lunch offer call urgent verific;ation;, tomorrow meeting"
ham,meeting today v.erif;ication gift click call
ham,win v;erification click reminder free code hello reminder hello update reminder now call lunch lunch code tomorrow meeting
ham,click offer meeting h.ello reply to;day update tomorr;ow
ham,"reply discount account click hello reminder reminder lunch update lunch free tomorrow ,call call meeting reminder code win click"
ham,win today update click call account now click lunch free reply gift reminder re.ply lunch reminder tomorrow
ham,"tomorrow reminder gift hello; gift discount hello free up,date verification call reply. update gift call reply"
ham,"discount tomorrow repl,y code to;day reply now tomorrow account reply today reply urgent;"
spam,call verification reply today discount discount update free today discount verificat;ion click gift
spam,"free ;hello update reply acco,unt hello"
ham,"meeting meeting click offer win ,discount reply update lunch now reply hello fre,e"
ham,"discount upda,te today click rem.inder reply call"
ham,"click click hello hello hel,lo meeti,ng meeting reminder reminder click"
ham,"win gift tomorrow ,gift gift free today, win wi.n meeting reply call update lunch free code click now"
spam,code tom.orrow now discount .lunch verification tomorrow win gift today today now urgent account reply update call
ham,"gi.ft gift gift tomorrow update w;in di,scount hello now"
ham,",discount he,llo today call today verification dis;count now reply"
ham,w;in lunch urge;nt free update
ham,lunch lunch account offer up;date urgent reminde;r reminder upda;te tomorrow
ham,"account gift. hel,lo free; offer call code code gift hello call tomorrow gift call lunch today code"
ham,gift w.in reply hello lunch
ham,;urgent update c;ode gift reminder
ham,fr;ee account now account up.da;te urgent offer free tomorrow lunch code
ham,offer offer lunch code offer verification today tomor;r;ow gift free meeting click now meeting
ham,call update urgent meeting call verification call urgent;
ham,now hello reminder offer lunch click hello update ;he.llo
ham,reminder reply hello urgent reminder tomorrow today free today win discount n.ow lunch
ham,tomorrow update re.ply reply click click free reminder hello click call hello lunch code today lunch code lunch
ham,meeting re.mind;er now free discount
ham,"discount gift click now click, verification hello update click click update discount reply account free gift"
ham,"offer now verification account offer urgent hello ,meeting verification"
ham,"click, offer tomorrow urgent update tom.orrow offer"
spam,"now now meeting win free verification verificati;on free now update account ,win c;all discount gift click"
ham,"reply now remi,nder call gift tomorrow tomorrow"
ham,urgent meeting lunch call account today l.unch code
ham,co.de verification hello today click now account account click gift reply
ham,"click account hello reminder update free click account. update v,erification tomorrow discount click offer gift win"
ham,offer now meeting tomorrow offer today today reply free u.rg.ent
ham,u.pdate gift meeting verificat.ion gift hello call code click code discount free offer code click. offer
ham,reminder; code code tomorrow code now win lunch gift gift he.llo free meeting free
ham,verification now lunch tomorrow fre;;e; code
ham,click urgent gift discount code now discount meeting hello tomorrow meeting hello ;meeting urgent c;all account today meeting
ham,lunch urgent lunch now today call reminder meeting call reply today re.minder now reminder lunch now reply urgent now
ham,disco.unt gift now code reminder gift code offer offer click code tomorrow click
ham,"reminder reply g,ift tomorrow gift verification reminder click meeting tomorrow discount offer free"
ham,"wi.n reminder win urgent ;reply now ,account win"
ham,"now verification account account verification hello account t,omorrow account urgent gift"
ham,"call free re,pl.y call account lunch win reminder"
ham,"win click verification win lunch click ;update gift meetin;g win today lunc,h"
ham,discount reply. discount ;urgent reminder lunch
ham,"click click, urgent free discount meeting account now free free hello reminder tomorrow f.ree meeting now call reply verification"
ham,"account offer verification reminder hello call verification m;,eeting today offer free now today discount veri,fication"
ham,"call account hello hello reminder offer remi;nder now tomorro,w hell,o today"
ham,"now meeting hello update tomorrow urgent urge,nt offer reminder"
ham,offer code offer gift click win update update gift win meeting offer lunch account account verifica.tion account
ham,"update verification lunch meeting reminder account n.ow now code urgent ca,ll .win account"
ham,"hello urgent win free code ;offer gift urgent urgent tomorrow free gif.t urgent disc,ount"
spam,hello lunch discount free call account now reply call update t;omorrow code account reminder click now update reminder
ham,"code. reminder click ,verification meeting discount meeting update reminder"
spam,"account offer gift today urgent hello discount ,now update reminder reminder win account, gift hello gift gift tomorrow"
ham,code update call reminder he.llo now call meeting reply today today now reminder update call account upd.ate
